English,CEFR,gender,word,wordAudio,region,definition,sentenceAudio,example,sentenceTranslation,oldSentenceToBeDeleted
daughter,A1,feminine,hija,X,,Persona de sexo femenino respecto a sus padres.,X,Mi hija tiene cuatro años.,My daughter is four years old.,
son,A1,masculine,hijo,X,,Persona de sexo masculino respecto a sus padres.,X,Mi hijo va al colegio.,My son goes to school.,
hello,A1,interjection,hola,X,,Expresión usada para saludar.,X,¡Hola! ¿Cómo estás?,Hello! How are you?,
man,A1,masculine,hombre,X,,Ser humano de sexo masculino.,X,Ese hombre es mi vecino.,That man is my neighbor.,
shoulder,A1,masculine,hombro,X,,Parte del cuerpo que une el brazo con el tronco.,X,Me duele el hombro derecho.,My right shoulder hurts.,
hour,A1,feminine,hora,X,,Unidad de tiempo equivalente a 60 minutos.,X,¿Qué hora es?,What time is it?,
hospital,A1,masculine,hospital,X,,Centro médico donde se atiende a los enfermos.,X,Vamos al hospital ahora.,We’re going to the hospital now.,
hotel,A1,masculine,hotel,X,,Establecimiento donde se paga por alojamiento temporal.,X,Dormimos en un hotel en la playa.,We slept in a hotel on the beach.,
today,A1,adverb,hoy,X,,El día presente en que se está.,X,Hoy es lunes.,Today is Monday.,
egg,A1,masculine,huevo,X,,Producto alimenticio con cáscara dura que contiene clara y yema en su interior.,X,Como un huevo cada mañana.,I eat an egg every morning.,
language,A1,masculine,idioma,X,,Lengua que habla un pueblo o comunidad.,X,Hablo tres idiomas.,I speak three languages.,
church,A1,feminine,iglesia,X,,Edificio destinado al culto cristiano.,X,Vamos a la iglesia los domingos.,We go to church on Sundays.,
English,A1,masculine,inglés,X,,Lengua oficial de Inglaterra o persona natural de ese país.,X,Mi amigo es inglés.,My friend is English.,
insect,A1,masculine,insecto,X,,Animal pequeño de cuerpo segmentado y seis patas.,X,Hay un insecto en la ventana.,There’s an insect on the window.,
internet,A1,noun,internet,X,,Red mundial de ordenadores que permite intercambiar información.,X,Uso internet todos los días.,I use the internet every day.,
winter,A1,masculine,invierno,X,,"Estación del año más fría, comprendida entre el otoño y la primavera.",X,El invierno es muy frío.,Winter is very cold.,
go,A1,verb,ir,X,,Desplazarse de un lugar a otro.,X,Vamos a ir al cine.,We’re going to the cinema.,
island,A1,feminine,isla,X,,Porción de tierra rodeada de agua.,X,La isla es pequeña y bonita.,The island is small and pretty.,
Italy,A1,feminine,Italia,X,,País europeo cuya capital es Roma.,X,Italia está en Europa.,Italy is in Europe.,
Italian,A1,masculine,italiano,X,,Lengua propia de Italia o persona natural de ese país.,X,Mi profesor es italiano.,My teacher is Italian.,
soap,A1,masculine,jabón,X,,Sustancia que se usa con agua para lavar o limpiar.,X,Uso jabón para lavar las manos.,I use soap to wash my hands.,
ham,A1,masculine,jamón,X,,Carne curada del cerdo que se corta en lonchas finas.,X,Comemos jamón en el desayuno.,We eat ham for breakfast.,
game,A1,masculine,juego,X,,Actividad recreativa o deportiva con reglas.,X,Este juego es divertido.,This game is fun.,
Thursday,A1,masculine,jueves,X,,"Cuarto día de la semana, entre miércoles y viernes.",X,El jueves tengo clase de música.,I have music class on Thursday.,
play,A1,verb,jugar,X,,Participar en un juego o actividad recreativa.,X,Me gusta jugar al fútbol.,I like playing football.,
juice,A1,masculine,jugo,X,LA,Bebida obtenida del zumo de frutas u hortalizas.,X,Quiero un jugo de naranja.,I want an orange juice.,
July,A1,masculine,julio,X,,Séptimo mes del año.,X,Julio es el mes más caluroso.,July is the hottest month.,
June,A1,masculine,junio,X,,Sexto mes del año.,X,Junio es un mes caluroso.,June is a hot month.,
it,A1,pronoun,la,X,,Pronombre de complemento directo femenino singular.,X,La casa es grande.,The house is big.,
"side, face",A1,masculine,lado,X,,Parte o sitio que está a la derecha o a la izquierda de algo.,X,Ese es el lado derecho.,That’s the right side.,
pencil,A1,masculine,lápiz,X,,Instrumento de madera o de otro material con mina de grafito para escribir o dibujar.,X,Necesito un lápiz para escribir.,I need a pencil to write.,
long,A1,adjective,largo,X,,Que tiene gran longitud.,X,El camino es muy largo.,The road is very long.,
wash,A1,verb,lavar,X,,Quitar la suciedad de una cosa con agua u otro producto.,X,Voy a lavar los platos.,I’m going to wash the dishes.,
milk,A1,feminine,leche,X,,Líquido blanco producido por las glándulas mamarias de las hembras de los mamíferos.,X,Bebo leche todas las mañanas.,I drink milk every morning.,
lettuce,A1,feminine,lechuga,X,,Planta comestible de hojas verdes que se usa en ensaladas.,X,La ensalada lleva lechuga.,The salad has lettuce.,
read,A1,verb,leer,X,,Interpretar por escrito un texto con la vista.,X,Me gusta leer libros en casa.,I like to read books at home.,
far away,A1,adverb,lejos,X,,A gran distancia en el espacio.,X,Mi abuela vive lejos.,My grandmother lives far away.,
slow,A1,adjective,lento,X,,Que se mueve con poca rapidez.,X,Mi coche es lento.,My car is slow.,
lion,A1,masculine,león,X,,"Animal mamífero carnívoro de gran tamaño, conocido como “rey de la selva”.",X,El león es un animal fuerte.,The lion is a strong animal.,
bookstore,A1,feminine,librería,X,,Tienda donde se venden libros.,X,Vamos a la librería mañana.,We’re going to the bookstore tomorrow.,
book,A1,masculine,libro,X,,Conjunto de hojas impresas encuadernadas que forman un texto.,X,Este libro es muy interesante.,This book is very interesting.,
"clean, wash",A1,verb,limpiar,X,,Quitar la suciedad de un objeto o lugar.,X,Voy a limpiar mi habitación.,I’m going to clean my room.,
call,A1,verb,llamar,X,,Decir a alguien su nombre o dirigirse a una persona por teléfono.,X,Voy a llamar a mi madre.,I’m going to call my mother.,
be called,A1,verb,llamarse,X,,Usar el propio nombre para identificarse.,X,Me llamo Marta y soy de Valencia.,My name is Marta and I am from Valencia.,
key,A1,feminine,llave,X,,Objeto pequeño que sirve para abrir o cerrar una cerradura.,X,No encuentro mi llave.,I can’t find my key.,
arrive,A1,verb,llegar,X,,Alcanzar un lugar después de un desplazamiento.,X,El tren va a llegar pronto.,The train is going to arrive soon.,
full,A1,adjective,lleno,X,,Que está ocupado completamente con algo.,X,La botella está llena de agua.,The bottle is full of water.,
"take, have been",A1,verb,llevar,X,,Transportar algo de un sitio a otro o ponerse una prenda de ropa.,X,Voy a llevar mi mochila.,I’m going to take my backpack.,
rain,A1,feminine,lluvia,X,,Precipitación de agua en forma de gotas desde las nubes.,X,Hoy hay mucha lluvia.,There’s a lot of rain today.,
sorry,A1,interjection,lo siento,X,,Expresión usada para pedir disculpas.,X,"Lo siento, fue un error.","Sorry, it was a mistake.",
London,A1,masculine,Londres,X,,Capital del Reino Unido.,X,Vivo en Londres.,I live in London.,
place,A1,masculine,lugar,X,,Espacio ocupado por algo o sitio donde ocurre algo.,X,Este lugar es muy bonito.,This place is very beautiful.,
moon,A1,feminine,luna,X,,Satélite natural de la Tierra que se observa en el cielo por la noche.,X,La luna está llena esta noche.,The moon is full tonight.,
Monday,A1,masculine,lunes,X,,Primer día de la semana laboral.,X,El lunes tengo clase.,I have class on Monday.,
light,A1,feminine,luz,X,,Energía que hace visibles los objetos.,X,Enciendo la luz al entrar.,I turn on the light when I enter.,
mother,A1,feminine,madre,X,,Mujer que ha tenido hijos.,X,Mi madre cocina muy bien.,My mother cooks very well.,
Madrid,A1,feminine,Madrid,X,,"Capital de España, situada en el centro de la península ibérica.",X,Madrid es una ciudad grande.,Madrid is a big city.,
badly,A1,adverb,mal,X,,De manera incorrecta o con un resultado negativo.,X,Lo hizo mal en el examen.,He did poorly on the exam.,
tomorrow,A1,adverb,mañana,X,,El día siguiente al de hoy.,X,Mañana vamos al cine.,We’re going to the cinema tomorrow.,
morning,A1,feminine,mañana,X,,Parte del día comprendida entre el amanecer y el mediodía.,X,La mañana está soleada.,The morning is sunny.,
hand,A1,feminine,mano,X,,Extremidad superior del cuerpo humano desde la muñeca hasta los dedos.,X,Levanta la mano si sabes la respuesta.,Raise your hand if you know the answer.,
apple,A1,feminine,manzana,X,,Fruto comestible de color rojo o verde y forma redonda.,X,Quiero una manzana.,I want an apple.,
map,A1,masculine,mapa,X,,Representación gráfica de la superficie de la Tierra o parte de ella.,X,Este es un mapa del mundo.,This is a map of the world.,
sea,A1,masculine,mar,X,,Gran extensión de agua salada que cubre la mayor parte de la superficie terrestre.,X,El mar está tranquilo hoy.,The sea is calm today.,
Tuesday,A1,masculine,martes,X,,"Segundo día de la semana laboral, después del lunes.",X,El martes hay reunión.,There’s a meeting on Tuesday.,
March,A1,masculine,marzo,X,,Tercer mes del año.,X,Las flores crecen en marzo.,Flowers bloom in March.,
"more, most",A1,adverb,más,X,,Indica cantidad en grado superior.,X,"Quiero más arroz, por favor.","I want more rice, please.",
male,A1,adjective,masculino,X,,Relativo al sexo de los varones.,X,Ese nombre es masculino.,That name is masculine.,
May,A1,masculine,mayo,X,,Quinto mes del año.,X,En mayo celebramos una fiesta.,In May we celebrate a holiday.,
"bigger, older",A1,adjective,mayor,X,,De más edad o con un rango superior.,X,Mi hermano mayor vive en Barcelona.,My older brother lives in Barcelona.,
me,A1,pronoun,me,X,,Pronombre personal de primera persona que funciona como complemento.,X,Me gusta el chocolate.,I like chocolate.,
doctor,A1,masculine,médico,X,,Persona que ejerce la medicina.,X,El médico está en su consulta.,The doctor is in his office.,
month,A1,masculine,mes,X,,Cada una de las doce divisiones del año.,X,El mes que viene viajamos.,We’re traveling next month.,
table,A1,feminine,mesa,X,,Mueble que consiste en una superficie plana sostenida por patas.,X,La mesa está en el salón.,The table is in the living room.,
my,A1,adjective,mi,X,,Determinante posesivo de primera persona del singular.,X,Mi casa está cerca.,My house is nearby.,
Wednesday,A1,masculine,miércoles,X,,"Tercer día de la semana laboral, después del martes.",X,El miércoles tengo fútbol.,I have football on Wednesday.,
minute,A1,masculine,minuto,X,,Unidad de tiempo equivalente a sesenta segundos.,X,Falta un minuto para salir.,There’s one minute left to go.,
look at,A1,verb,mirar,X,,Fijar la vista en algo o alguien.,X,Voy a mirar la televisión.,I’m going to watch television.,
"girl, young woman",A1,feminine,muchacha,X,,Joven de sexo femenino.,X,La muchacha baila en la fiesta.,The young girl dances at the party.,
"boy, young man",A1,masculine,muchacho,X,,Joven de sexo masculino.,X,El muchacho corre en el parque.,The young boy runs in the park.,
"many, a lot",A1,adverb,mucho,X,,En gran cantidad.,X,Hay muchas personas en la calle.,There are many people in the street.,
woman,A1,feminine,mujer,X,,Persona de sexo femenino.,X,Esa mujer es profesora.,That woman is a teacher.,
very,A1,adverb,muy,X,,Indica un grado elevado en la cualidad expresada por un adjetivo o adverbio.,X,Estoy muy cansado hoy.,I’m very tired today.,
nothing,A1,pronoun,nada,X,,"Nada en absoluto, ausencia de algo.",X,No hay nada en la caja.,There’s nothing in the box.,
swim,A1,verb,nadar,X,,Desplazarse en el agua moviendo el cuerpo y los brazos.,X,Me gusta nadar en verano.,I like swimming in summer.,
no one,A1,pronoun,nadie,X,,Ninguna persona.,X,No hay nadie en casa.,There’s no one at home.,
orange,A1,feminine,naranja,X,,"Fruto de color anaranjado, jugoso y comestible.",X,La naranja está dulce.,The orange is sweet.,
nose,A1,feminine,nariz,X,,"Parte del rostro situada sobre la boca, que sirve para respirar y oler.",X,Me duele la nariz.,My nose hurts.,
Christmas,A1,feminine,Navidad,X,,Fiesta cristiana que celebra el nacimiento de Jesús.,X,Celebramos la Navidad con la familia.,We celebrate Christmas with family.,
black,A1,adjective,negro,X,,De color semejante al del carbón o la oscuridad total.,X,Ese coche es negro.,That car is black.,
refrigerator,A1,feminine,nevera,X,,Electrodoméstico que sirve para mantener los alimentos fríos.,X,La leche está en la nevera.,The milk is in the fridge.,
granddaughter,A1,feminine,nieta,X,,Hija de un hijo o de una hija.,X,Mi nieta se llama Lucía.,My granddaughter’s name is Lucía.,
grandson,A1,masculine,nieto,X,,Hijo de un hijo o de una hija.,X,Mi nieto juega al fútbol.,My grandson plays football.,
girl,A1,feminine,niña,X,,Persona de sexo femenino en la infancia.,X,La niña juega con su muñeca.,The girl plays with her doll.,
"child, boy",A1,masculine,niño,X,,Persona de sexo masculino en la infancia.,X,El niño está en el parque.,The boy is in the park.,
"no, not",A1,adverb,no,X,,Partícula usada para negar.,X,No quiero más comida.,I don’t want any more food.,
night,A1,feminine,noche,X,,Parte del día comprendida entre la puesta del sol y el amanecer.,X,La noche está tranquila.,The night is calm.,
name,A1,masculine,nombre,X,,"Palabra con la que se identifica a una persona, animal o cosa.",X,Mi nombre es Ana.,My name is Ana.,
normal,A1,adjective,normal,X,,Que sigue la norma general o es habitual.,X,El clima hoy es normal.,The weather today is normal.,
us,A1,pronoun,nos,X,,Pronombre personal de primera persona del plural como complemento.,X,Nos vamos al cine.,We’re going to the cinema.,
we,A1,pronoun,nosotros,X,,Pronombre personal de primera persona del plural como sujeto.,X,Nosotros vivimos en Madrid.,We live in Madrid.,
November,A1,masculine,noviembre,X,,Undécimo mes del año.,X,Noviembre tiene muchos días de lluvia.,November has many rainy days.,
our,A1,adjective,nuestro,X,,Que pertenece a nosotros.,X,Nuestro coche es azul.,Our car is blue.,
new,A1,adjective,nuevo,X,,Que aparece por primera vez o se estrena.,X,Tengo un coche nuevo.,I have a new car.,
never,A1,adverb,nunca,X,,En ninguna ocasión.,X,Nunca he visto eso.,I’ve never seen that.,
or,A1,conjunction,o,X,,Indica elección entre varias opciones.,X,¿Quieres té o café?,Do you want tea or coffee?,
eight,A1,numeral,ocho,X,,Número equivalente a siete más uno.,X,El número ocho es mi favorito.,The number eight is my favorite.,
October,A1,masculine,octubre,X,,Décimo mes del año.,X,En octubre caen las hojas.,Leaves fall in October.,
oh,A1,interjection,oh,X,,"Expresión que indica sorpresa, emoción o duda.",X,"¡Oh, qué bonito!","Oh, how beautiful!",
eye,A1,masculine,ojo,X,,Órgano de la vista.,X,Me duele el ojo derecho.,My right eye hurts.,
wave,A1,feminine,ola,X,,Masa de agua que se levanta y se desplaza en la superficie del mar.,X,La ola del mar es muy grande.,The wave of the sea is very large.,
ear,A1,feminine,oreja,X,,Órgano externo de la audición situado a los lados de la cabeza.,X,Me duele la oreja.,My ear hurts.,
bear,A1,masculine,oso,X,,"Mamífero grande, de cuerpo robusto, que vive en bosques y montañas.",X,El oso vive en el bosque.,The bear lives in the forest.,
"other, different",A1,adjective,otro,X,,Distinto o diferente del ya mencionado.,X,Tengo otro libro en casa.,I have another book at home.,
